id1,id2
50,3830
50,827
50,1591
50,2237
50,3096
50,99
50,508
51,1466
51,580
51,3710
51,971
51,2602
52,1236
52,1398
52,1453
52,1496
52,1500
52,2392
52,2589
52,2787
52,3286
52,3379
52,3716
52,3816
52,3912
52,347
52,738
52,947
52,1072
52,1298
52,2385
52,2485
52,3355
52,3409
52,3510
52,3643
52,3644
52,3743
52,3956
52,179
52,915
52,1166
52,1266
52,1433
52,1593
52,1755
52,1843
52,1976
52,2319
52,2320
52,2617
52,3194
52,3769
52,93
53,30
53,2270
54,2765
54,3013
54,2649
55,2670
55,645
56,121
56,146
56,229
56,2880
56,1179
56,2186
56,2481
56,3548
56,3296
56,887
56,1090
56,1112
56,1360
56,1508
56,1806
56,3243
56,3326
57,2228
57,149
57,687
57,2189
57,2802
58,1742
58,3773
59,3484
59,1499
59,3105
59,3173
59,3764
59,2424
59,3589
59,3702
59,3060
59,874
59,1495
60,3702
60,290
61,3735
61,3654
62,3285
62,208
63,17
63,1578
63,1719
63,3896
64,162
64,1282
64,1844
64,3727
64,1260
65,426
66,182
66,4013
67,1970
67,3040
67,1201
67,3703
67,643
67,3620
68,2086
68,4157
69,2256
69,3742
69,2657
70,2281
70,4151
70,1751
70,3344
71,1296
71,1893
71,2748
71,389
72,2981
73,1681
74,3031
74,1216
74,3907
74,1279
74,2670
74,891
74,2646
74,1017
74,1165
74,2575
74,3431
74,3513
74,676
74,764
74,1572
74,2378
74,4000
74,4063
74,1549
74,3195
75,1779
75,1520
75,1921
75,758
75,1503
75,351
75,900
76,3766
76,2816
76,3129
77,544
77,2633
77,3555
77,899
77,2846
77,3648
77,3800
77,349
78,3761
78,3142
79,2579
80,2194
80,1929
80,3759
80,2711
80,267
81,124
81,1726
81,3204
81,1551
82,1779
82,3563
82,4
82,318
83,3176
83,1304
83,2774
83,3258
83,4116
83,4146
83,4130
84,3512
84,755
84,1445
84,2124
84,3269
84,3725
84,654
84,1415
84,3007
84,3385
84,3755
84,4038
84,914
85,911
85,2446
85,2782
85,139
86,3134
86,1757
86,3683
87,1146
88,1120
88,2170
88,2260
88,3324
88,1080
88,2271
88,2461
88,3322
88,3908
88,1978
88,1027
89,2088
89,504
89,2287
89,2280
90,197
90,3137
90,1383
90,1144
90,1390
90,2353
91,604
91,1328
91,1731
91,3176
91,3897
91,3954
92,145
92,3118
92,586
92,699
93,52
93,1236
93,1398
93,1496
93,1500
93,2589
93,2787
93,3286
93,3379
93,3716
93,3816
93,3912
93,347
93,947
93,1072
93,1298
93,2385
93,2485
93,3409
93,3510
93,3643
93,3644
93,3743
93,3956
93,179
93,915
93,1166
93,1755
93,1843
93,1976
93,2319
93,2320
93,3194
93,3769
93,741
93,817
93,3434
93,1093
93,2313
93,2754
94,3322
94,2276
94,1340
94,1422
94,729
94,1504
94,2897
94,2740
94,2852
95,524
95,443
95,3212
95,3749
96,1307
96,2391
96,2624
96,3169
96,805
97,23
97,1691
97,1570
97,638
98,2701
99,3123
99,3539
99,50
100,154
100,2616
100,3244
100,3768
100,106
100,113
100,114
100,3412
101,655
101,3013
102,3717
102,2594
103,1739
103,3775
104,1782
104,474
105,2105
105,516
106,100
106,3244
106,2616
106,114
107,1582
108,3000
108,3402
108,524
108,443
108,3744
108,3749
108,119
108,446
108,2650
108,4051
108,1472
108,3561
109,1956
110,145
110,2176
110,1502
110,1671
110,4008
110,3217
110,3700
110,667
110,2448
110,3088
110,2225
110,3794
110,515
111,653
111,806
111,1039
111,1211
111,2478
111,1474
111,2350
111,3595
112,1854
112,2040
112,3730
113,154
113,100
113,2616
113,3412
114,100
114,3244
114,2616
114,106
115,3463
115,1942
115,713
116,2776
117,938
117,2064
117,2712
117,3553
117,4107
117,533
117,2921
117,1791
117,3202
117,311
117,452
118,2993
118,2869
118,10
118,35
119,108
119,2650
119,1472
120,1211
120,2488
120,3285
120,1376
121,146
121,229
121,2880
121,1179
121,2186
121,2481
121,3548
121,56
121,3296
121,887
121,1090
121,1112
121,1360
121,1508
121,1806
121,3243
121,3326
122,1465
122,2187
122,2964
122,1962
122,3664
123,3923
124,2165
124,735
124,1581
124,3204
124,81
124,1723
125,4016
126,1542
126,3395
126,3438
126,3467
127,437
127,675
127,2428
127,4129
128,2060
128,2076
128,3136
129,3730
129,355
130,3854
130,426
131,4013
131,2219
131,3430
131,781
132,3410
132,136
132,2061
132,4072
133,316
133,3456
133,3616
133,4142
133,526
133,527
133,668
133,824
133,983
133,322
133,414
133,1814
133,1857
133,188
134,2949
134,962
135,2161
135,1186
135,2329
135,1010
136,2061
136,132
136,2893
136,3766
136,3938
136,4072
137,746
137,1571
137,1071
138,524
138,3744
138,503
138,3592
138,2796
139,3531
139,2446
139,85
139,1494
139,2930
139,2977
139,3368
139,1234
139,1616
139,155
140,538
140,1895
140,2568
140,3818
140,1011
140,1209
140,3206
140,3223
140,3509
140,4084
140,226
140,1982
140,2927
140,3127
140,3162
141,1598
141,2299
141,4056
141,1020
141,2304
141,2519
141,3504
141,1466
141,2734
141,486
141,1509
141,2290
141,1596
141,2396
141,2678
141,2531
141,3282
141,1367
141,2408
142,1318
142,1242
142,3366
142,1493
142,3791
143,3379
143,1779
143,1435
143,3059
143,1424
143,1619
143,2916
144,3961
144,2135
144,2399
144,1566
145,92
145,1870
145,1863
145,3118
145,586
145,699
145,3794
145,110
146,121
146,229
146,2880
146,1179
146,2186
146,2481
146,3548
146,56
146,3296
146,887
146,1090
146,1112
146,1360
146,1508
146,1806
146,3243
146,3326
147,3441
147,1451
147,4125
147,3222
148,3923
148,1988
148,1175
148,1653
149,57
149,687
149,2189
150,2529
150,151
150,1169
150,1715
150,2384
150,3401
151,1598
151,3422
151,820
151,2529
151,3275
151,256
151,3595
151,224
151,1169
151,1454
151,1715
151,1716
151,2978
151,3486
151,202
151,271
151,832
151,2384
151,3469
151,3779
151,150
151,395
151,1299
151,2449
151,3170
151,3401
151,3653
151,3905
151,177
151,421
152,2410
153,1872
153,4151
153,1283
153,1351
153,3131
153,3174
153,3421
153,307
153,2178
153,1981
153,2917
153,3431
153,3937
153,1006
153,1741
153,2036
153,3112
153,1245
153,1990
153,3946
153,639
154,161
154,1336
154,100
154,113
155,139
155,2930
155,2977
156,675
156,1003
156,1457
156,1966
156,2397
156,2537
156,2710
156,3264
156,3315
156,3232
156,3578
156,3788
156,3857
156,3859
156,3903
156,774
156,778
156,1244
156,1516
156,1858
156,3528
156,32
156,33
157,877
157,1853
157,2596
157,3480
157,335
157,1055
157,3102
158,3577
158,385
159,973
159,2160
160,2580
161,154
161,1336
162,64
163,2533
163,2862
163,2553
164,1383
164,4057
164,3216
164,814
165,3828
165,616
165,979
165,731
165,945
165,2192
165,2226
166,1854
166,3730
166,355
166,1216
166,1317
166,3763
166,2171
166,3529
166,4140
166,584
166,2371
166,3708
166,606
166,1105
166,1246
166,2896
166,1048
167,835
167,1538
167,1540
167,1852
167,2109
167,2112
167,2116
167,2635
167,2742
167,3248
167,3357
167,3390
167,3537
167,3867
167,3921
167,803
167,2524
167,2831
167,2850
167,3134
167,3234
167,3579
167,792
167,925
167,930
167,935
167,1051
167,1265
167,3128
167,3387
167,4117
167,4121
167,34
167,946
168,2514
168,1997
168,4003
168,2610
168,3797
168,720
168,1877
168,2966
169,1578
169,3059
169,3058
169,2736
169,2958
170,313
171,991
172,2987
172,208
172,3193
173,4078
173,2833
173,1789
174,3322
174,1110
174,2469
175,1578
175,1708
176,1055
176,456
177,151
177,2357
177,2548
177,2818
177,2820
177,3895
177,1145
177,3568
178,791
178,1124
178,708
179,52
179,1236
179,1398
179,1453
179,1496
179,1500
179,2392
179,2589
179,2787
179,3286
179,3379
179,3716
179,3816
179,3912
179,347
179,738
179,947
179,1072
179,1298
179,2385
179,2485
179,3355
179,3409
179,3510
179,3643
179,3644
179,3743
179,3956
179,915
179,1166
179,1266
179,1433
179,1593
179,1755
179,1843
179,1976
179,2319
179,2320
179,2617
179,3194
179,3769
179,93
180,3601
180,1557
180,4099
180,1701
180,2614
180,3488
180,3219
180,1821
181,1681
181,2011
181,2023
181,3681
181,1543
181,2175
182,66
182,2675
182,4013
183,3402
183,352
183,3146
184,1268
184,3375
184,456
184,2402
184,3397
184,19
184,541
184,2832
184,3386
184,1110
184,1150
184,3734
185,902
185,1510
185,1729
185,3751
185,1306
185,2313
185,3699
185,3919
186,1488
186,2380
186,1550
186,1032
187,890
187,1505
187,2592
187,921
188,133
188,316
188,3456
188,3616
188,4142
188,526
188,527
188,668
188,824
188,983
188,322
188,414
188,1814
188,1857
189,3969
189,3910
190,1361
191,3337
192,1020
192,2656
192,2290
192,1702
192,2122
192,2894
192,2197
192,1402
192,3005
192,3812
192,559
192,3661
192,337
193,3897
194,881
194,4098
195,2105
195,3404
196,2224
196,4133
196,3068
196,4076
197,3137
197,1421
197,3016
197,3023
197,90
198,2189
198,2802
198,2750
198,596
198,1473
198,2521
198,634
198,1075
199,1862
199,2626
200,3875
200,287
200,1637
200,670
200,3130
200,350
200,2683
201,3463
201,1942
201,3583
201,3084
201,1074
201,2094
201,1255
201,1892
201,2807
202,1598
202,3422
202,1395
202,1466
202,2529
202,256
202,151
202,1715
202,3781
202,1184
202,3306
202,570
202,1467
202,247
203,3717
203,2594
204,2699
204,3040
205,3583
205,2094
206,3709
207,2661
208,1615
208,3285
208,3392
208,3398
208,62
208,172
208,2022
208,3193
209,1024
209,2983
209,3156
209,3560
209,712
209,1059
210,945
210,2221
211,3531
211,1561
212,382
212,1097
212,470
212,1873
213,3486
213,3170
213,1251
213,2904
213,4093
213,1255
213,1359
214,2570
214,1323
215,601
215,1483
216,3522
216,2490
216,3913
216,3020
216,2684
216,2343
216,1823
217,2404
217,3470
217,3666
218,824
218,408
219,2994
219,3120
220,771
220,2304
220,1395
220,1466
220,4006
220,1706
220,317
221,1352
221,1554
221,1734
221,1868
221,2071
221,2583
221,2586
221,2991
221,3452
221,3939
221,978
221,1002
221,1645
221,1652
221,2038
221,2956
221,3411
221,682
221,695
221,793
221,1521
221,1651
221,1840
221,2276
221,2294
221,2665
221,3144
221,4041
221,405
221,519
222,1395
222,1466
222,4006
223,617
223,1894
223,2957
223,3125
223,3484
223,3602
223,556
224,1891
224,2304
224,1466
224,2529
224,3275
224,151
224,435
224,1715
224,1987
224,2384
224,1980
224,2449
224,3653
225,4040
226,538
226,1895
226,2568
226,3818
226,1011
226,1209
226,3206
226,3223
226,3509
226,4084
226,140
226,1982
226,2927
226,3127
226,3162
227,3897
227,832
227,3452
227,1652
227,2341
227,3658
227,3268
227,3259
227,693
227,2026
227,3842
227,775
227,2516
227,3574
227,3719
227,800
227,1256
227,1008
227,1511
227,1528
227,1544
227,1021
228,1101
228,2248
228,1340
228,1422
228,1380
228,1104
228,1429
228,14
229,121
229,146
229,2880
229,1179
229,2186
229,2481
229,3548
229,56
229,3296
229,887
229,1090
229,1112
229,1360
229,1508
229,1806
229,3243
229,3326
230,540
230,2973
230,3695
231,991
231,4156
231,912
231,979
232,431
232,2652
232,3824
232,704
232,689
233,2139
233,2701
233,2052
233,608
233,1440
233,530
233,3487
234,42
234,3031
235,823
235,3244
235,3329
236,42
236,1910
236,3559
236,260
237,4151
237,566
237,1477
237,2026
237,3295
238,1832
238,2571
238,2601
238,3327
238,43
238,407
238,938
238,4148
238,1920
238,1943
238,2969
239,1776
239,534
239,3046
239,2588
239,1609
240,1322
240,3623
240,640
240,2816
241,1080
241,3486
241,3301
241,3799
241,1318
242,824
242,2855
242,999
243,2410
244,804
245,945
245,2943
245,959
246,2379
246,4127
247,202
248,1058
248,1919
249,2139
250,293
250,1517
250,2824
250,1831
250,2301
250,330
251,1067
251,4110
251,1372
252,1273
253,1274
253,3228
253,3952
253,39
253,940
254,4075
254,2403
255,2165
255,3389
256,36
256,371
256,488
256,1058
256,1332
256,1598
256,1705
256,1891
256,2299
256,2480
256,2482
256,3224
256,3420
256,3516
256,4056
256,442
256,1020
256,1745
256,1850
256,2304
256,2382
256,2519
256,2550
256,3292
256,3422
256,3504
256,3827
256,820
256,848
256,1482
256,1739
256,1983
256,2068
256,2308
256,2347
256,2529
256,2656
256,2734
256,2924
256,3275
256,3372
256,3554
256,37
256,151
256,1239
256,1442
256,1715
256,202
256,2647
256,486
256,769
257,867
257,1524
257,1355
257,1673
258,423
258,3747
258,1574
259,1997
260,42
260,236
260,1910
260,3559
261,1033
261,3261
261,4065
261,2549
261,3230
261,3924
262,423
262,2980
262,1
263,613
263,1938
263,2281
263,4098
263,1825
264,1999
264,2051
264,2694
265,3236
266,3171
267,80
267,704
267,2426
267,3759
267,1452
267,3646
268,608
268,1514
269,3623
269,640
269,2454
269,3672
270,386
270,4031
270,2321
270,2434
270,2746
270,2483
270,1063
270,3856
271,151
271,3469
271,395
271,1575
271,3905
271,5
271,421
272,1268
273,1315
273,3218
273,2033
273,3473
273,1489
273,2334
274,1104
274,2929
274,986
275,2435
275,3288
275,3371
276,4153
276,4015
277,2763
278,3003
278,485
279,3474
279,2993
279,1641
280,1986
281,1292
282,1357
283,3505
283,2332
283,2445
284,3504
284,2060
284,832
284,397
284,2483
284,3052
284,473
284,1272
284,1546
284,1717
284,1906
284,3071
284,3785
284,3907
284,4029
284,992
284,2003
284,3671
285,1734
286,2497
286,2658
286,2669
286,3787
286,2716
286,2390
286,2255
286,2987
286,1017
286,4096
286,495
286,1636
286,2420
286,3067
286,3742
286,797
286,853
286,2311
286,2968
286,3040
286,3124
286,3182
287,2669
287,1296
287,3875
287,2420
287,4039
287,2015
287,350
287,2683
287,200
288,3717
288,1451
288,4125
288,2767
288,3222
288,777
288,3992
289,3168
289,3922
290,3702
290,60
291,2088
292,3032
292,3665
292,1994
293,323
293,1277
293,1517
293,1774
293,1973
293,2460
293,2530
293,3668
293,1083
293,1305
293,1361
293,1448
293,1640
293,2158
293,2824
293,3055
293,3108
293,3383
293,250
293,1438
293,1831
293,2301
293,2302
293,2545
293,3367
293,3590
293,4106
293,330
293,392
293,788
294,303
295,735
295,2144
296,2379
296,2773
296,2876
297,300
298,3828
298,2939
298,1476
298,1967
298,3291
299,3337
299,1374
300,544
300,540
300,1069
300,1580
300,1844
300,646
300,723
300,2580
300,2691
300,3753
300,297
300,767
300,1056
300,1801
300,2006
300,2216
300,2814
300,3511
300,616
301,17
301,3255
301,2753
301,809
301,821
302,735
302,1065
302,2309
303,294
303,1282
303,2590
303,693
303,1192
303,1769
303,1772
303,2063
303,3667
304,423
304,458
304,657
305,2828
305,2981
305,581
305,3822
305,3191
305,2416
305,1689
305,2853
306,2529
306,3275
306,3653
306,2743
306,801
306,2699
306,1859
306,3350
306,444
307,1351
307,3131
307,3174
307,3421
307,2178
307,1981
307,2917
307,153
308,1531
308,2920
309,3560
309,2648
310,615
310,765
310,1160
310,2705
310,3123
310,2931
310,3090
310,3539
310,50
310,364
310,1830
310,2237
310,2552
311,938
311,2064
311,2712
311,3553
311,4107
311,117
311,533
311,2921
311,1791
311,3202
311,452
312,2001
312,3814
313,4065
313,3686
313,170
314,2993
314,1641
314,767
314,3511
314,2200
315,741
315,1147
315,2498
315,3041
315,3512
315,4024
315,2744
315,424
315,447
315,3004
315,3655
316,133
316,3456
316,3616
316,4142
316,526
316,527
316,668
316,824
316,983
316,322
316,414
316,1814
316,1857
316,188
317,771
317,2304
317,1395
317,1466
317,4006
317,1706
317,220
318,82
318,1779
318,3563
319,1176
319,1658
319,816
319,1016
320,1344
320,2970
321,2656
321,815
321,1164
321,1948
321,3572
321,3
321,934
321,3837
321,865
322,133
322,316
322,3456
322,3616
322,4142
322,526
322,527
322,668
322,824
322,983
322,414
322,1814
322,1857
322,188
323,293
323,1083
323,1361
323,1640
323,2824
323,3055
323,330
323,788
324,2656
324,3554
324,3452
324,4005
324,611
324,2352
324,617
324,2438
324,2502
324,1416
324,1696
324,3190
324,3860
324,865
325,4016
326,386
326,752
326,2434
326,3856
327,967
328,371
328,648
328,340
328,1720
328,2925
328,3975
328,1052
328,3613
328,837
328,1021
329,1630
330,293
330,323
330,1517
330,1083
330,1361
330,1448
330,1640
330,250
330,1831
330,788
331,1869
331,3999
332,1642
332,3798
332,2695
333,735
333,2670
333,2953
333,3477
334,1862
335,157
335,3480
335,3102
336,864
336,3186
337,2122
337,192
337,3812
338,1080
338,1403
338,1451
338,4125
339,3438
339,2255
339,1939
339,658
340,328
340,2300
341,3923
341,1682
341,2701
341,608
341,1212
341,3781
341,1184
342,3171
342,2241
343,3598
343,1402
343,2720
343,3506
343,3709
343,4002
343,1379
343,3027
344,960
344,2351
344,2986
344,3051
344,3445
344,4105
344,1414
344,2772
344,2733
344,553
345,1294
345,1621
345,1748
345,2028
345,2030
345,2091
345,2110
345,3317
345,3414
345,3673
345,701
345,2140
345,2336
345,2563
345,3423
345,3596
345,3600
345,3988
345,1515
345,1875
345,2145
345,2543
345,2911
346,1817
346,3607
347,52
347,1236
347,1398
347,1496
347,1500
347,2589
347,2787
347,3286
347,3379
347,3716
347,3912
347,947
347,1072
347,1298
347,2385
347,2485
347,3409
347,3510
347,3643
347,3644
347,3743
347,3956
347,179
347,915
347,1166
347,1755
347,1843
347,1976
347,2319
347,2320
347,3194
347,3769
347,93
348,3925
348,2527
348,3825
348,2520
348,2936
349,77
349,3555
349,2846
349,825
349,1216
349,3094
349,3393
349,3455
349,1419
349,1898
349,2114
349,2814
350,3875
350,287
350,200
351,75
352,3402
352,183
352,3146
353,396
354,3853
354,737
355,1854
355,3730
355,385
355,1216
355,1317
355,1947
355,2447
355,2967
355,3011
355,3073
355,3341
355,4025
355,129
355,2273
355,2353
355,3586
355,554
355,1700
355,2452
355,2630
355,3348
355,3763
355,166
355,1048
356,2410
356,2322
357,1267
357,3828
358,3610
358,3705
358,1979
358,2885
358,2947
358,1321
358,1722
358,3013
359,1854
359,3730
359,2447
359,1154
359,1469
360,2256
360,2495
360,2920
360,1763
361,48
361,716
361,1970
362,2949
362,1389
362,2083
363,3761
363,2150
364,310
364,2931
364,1830
365,1695
366,3204
367,3170
367,4125
367,3168
368,3517
368,3380
369,893
369,723
370,2514
370,3259
370,2106
371,36
371,37
371,488
371,1058
371,1332
371,1598
371,1705
371,1891
371,2299
371,2310
371,2480
371,2482
371,3224
371,3420
371,3516
371,4056
371,328
371,442
371,1020
371,1745
371,1850
371,2304
371,2382
371,2465
371,2519
371,2550
371,3292
371,3422
371,3504
371,3827
371,820
371,848
371,1482
371,1739
371,1983
371,2068
371,2308
371,2347
371,2529
371,2656
371,2734
371,2924
371,3275
371,3372
371,3554
371,256
371,486
371,769
372,2061
372,4072
372,1430
373,2669
373,881
373,2676
373,1847
374,2716
374,1776
375,3933
376,3438
376,1645
376,2686
376,3
376,2088
376,2867
376,4027
376,2015
376,4141
376,2246
376,1106
376,2199
376,3018
376,3834
376,26
376,3278
376,3416
376,3703
377,1284
377,3487
378,3787
378,2212
379,1250
380,3340
380,3715
381,2786
381,860
381,1347
381,2908
381,3925
381,3575
381,3304
382,905
382,2497
382,3560
382,1188
382,1250
382,212
382,1873
382,3490
383,3389
383,3928
383,693
384,407
384,1385
384,763
384,3181
385,158
385,3577
385,355
385,1216
385,1317
385,3073
385,554
385,2339
385,2452
385,3763
385,1048
386,2713
386,1313
386,4031
386,752
386,575
386,2020
386,2157
386,2321
386,2434
386,2746
386,270
386,326
386,1063
386,2430
386,2903
386,3856
387,1132
387,2226
387,2234
387,2938
387,1564
387,3107
388,413
389,687
389,71
389,1296
389,2748
389,2714
389,3640
389,2079
389,2507
390,499
391,2033
392,293
392,3590
393,3367
394,2061
394,2569
394,2475
394,3729
395,151
395,271
395,3469
395,1554
395,1812
395,3214
395,796
395,1054
395,3347
395,3980
395,540
395,1505
395,1575
395,1771
395,2114
395,2872
395,3259
395,3321
395,3905
395,421
396,832
396,3785
396,3870
396,353
397,1435
397,1658
397,2483
397,3052
397,284
397,733
397,1906
397,2269
397,2419
397,2839
397,3907
397,3958
397,4029
397,4077
397,992
397,1194
397,1587
397,3481
398,551
398,568
398,2915
398,3022
399,2004
399,646
399,1252
399,2467
399,630
399,1053
400,1007
400,2027
400,4011
400,1793
401,3781
401,2887
402,1211
402,1554
402,2583
402,3452
402,1840
402,810
402,1913
402,2072
402,2882
402,591
402,1518
402,3598
402,4005
402,3714
402,3745
402,4040
402,403
403,2382
403,1395
403,1840
403,402
403,2072
403,2882
403,591
403,3598
403,3714
403,3745
403,4040
403,1078
403,2164
404,3730
405,221
405,1352
405,1554
405,2583
405,2586
405,2991
405,3939
405,1002
405,1645
405,2956
405,3411
405,695
405,1521
405,1651
405,2276
405,2294
405,519
406,3077
407,2932
407,1832
407,2571
407,2601
407,3327
407,43
407,238
407,938
407,941
407,1385
407,1846
407,4148
407,763
407,1046
407,1920
407,1943
407,2295
407,2364
407,2969
407,3139
407,3181
407,3202
407,3353
407,384
408,824
408,218
409,2805
409,2496
409,2400
409,1182
409,976
409,1933
410,1279
410,1792
411,1975
411,2012
412,867
413,517
413,388
414,133
414,316
414,3456
414,3616
414,4142
414,526
414,527
414,668
414,824
414,983
414,322
414,1814
414,1857
414,188
415,2341
415,3692
415,942
415,1170
415,3923
415,1682
415,3771
416,3571
416,2863
416,2859
416,851
416,3166
417,3874
418,597
419,1196
419,1680
420,2469
420,2219
420,2386
421,151
421,271
421,3469
421,395
421,3905
422,2940
423,1466
423,580
423,3710
423,1938
423,3747
423,258
423,262
423,304
423,458
423,657
423,1249
423,1574
423,1997
423,2024
423,2980
423,3639
423,1
424,315
424,1147
424,447
425,2032
425,1144
425,603
426,130
426,3854
426,872
426,1720
426,65
426,2286
426,3268
426,3726
426,3785
426,1086
426,451
427,2317
428,549
428,3185
428,3817
429,2981
429,691
429,3262
429,3822
429,3823
430,1649
430,1880
430,2239
430,3519
431,47
431,41
431,2652
431,3824
431,2202
431,3241
431,232
432,658
432,4052
432,4115
432,483
433,3341
433,3213
433,2123
433,2417
433,2606
433,833
433,873
434,820
434,2529
435,2304
435,820
435,1466
435,224
435,2449
435,3170
435,695
435,523
435,2451
435,2644
435,3571
435,3989
435,1358
435,1413
435,1975
435,1987
435,2164
435,2390
435,2698
435,2792
435,585
435,1411
435,1980
435,2890
435,3106
435,4040
436,1884
437,127
437,2428
438,450
438,643
439,1088
440,2366
440,2279
440,1631
441,2941
442,36
442,371
442,488
442,1058
442,1332
442,1598
442,1705
442,1891
442,2299
442,2480
442,2482
442,3224
442,3420
442,3516
442,4056
442,37
442,1020
442,1745
442,1850
442,2304
442,2382
442,2519
442,2550
442,3292
442,3422
442,3504
442,3827
442,820
442,848
442,1482
442,1739
442,1983
442,2068
442,2308
442,2347
442,2529
442,2656
442,2734
442,2924
442,3275
442,3372
442,3554
442,256
442,486
442,769
443,2828
443,3000
443,2436
443,1357
443,3767
443,524
443,1750
443,2328
443,3212
443,3640
443,108
443,2053
443,2257
443,3744
443,1956
443,2354
443,3541
443,3749
443,95
444,1745
444,3275
444,3653
444,519
444,1370
444,1279
444,2701
444,3158
444,2699
444,306
444,1251
444,2554
444,949
444,2340
444,2844
444,3350
445,2449
446,3402
446,108
446,2650
447,315
447,741
447,1147
447,2498
447,3512
447,2744
447,424
447,2043
447,3691
447,1297
448,2725
448,1092
448,3703
448,2278
449,791
449,2941
449,2494
449,3332
449,1762
449,3057
450,438
450,643
451,426
451,917
451,3678
451,3785
451,1795
451,3057
451,3823
451,802
451,1141
451,3111
451,628
451,1653
451,2808
452,938
452,2064
452,2712
452,3553
452,4107
452,117
452,533
452,2921
452,1791
452,3202
452,311
452,3846
452,1968
452,2367
452,2909
452,502
453,916
454,3375
454,4009
454,1582
454,2899
455,2286
455,893
455,1524
455,469
455,650
455,1014
455,2955
455,756
455,1629
455,1886
455,3849
456,1055
456,1370
456,3310
456,176
456,184
456,1110
457,2669
458,423
458,920
458,1807
458,1630
458,3101
458,3891
458,4059
458,4155
458,304
458,657
458,1842
458,759
459,3282
459,2375
459,4122
459,3439
460,2299
461,710
461,2756
461,1226
461,1888
461,3567
462,1682
462,1660
463,1395
464,1074
464,3971
465,1658
466,1975
467,2862
